,QTD_PIX (Milhões),VLR_PIX (Bilhões),QTD_TED (Milhões),VLR_TED (Bilhões),QTD_CHEQUE (Milhões),VLR_CHEQUE (Bilhões),QTD_BOLETO (Milhões),VLR_BOLETO (Bilhões)
0,99,43.12,8,236.52,3,6.11,28,34.76
